"model","split","task_id","success","model_calls","total_tokens","trace_path","step_id","exit_code","structured_expectation_score","observation_only_raw_score","expectation_quality","action_safety_gate","expectation_safety_gate","shadow_decision","stderr_presence_mismatch","textual_error_contradiction","textual_output_missing","semantic_residual_score","expectation_gate_only_score","raw_full_residual_score","semantic_with_safety_score","structured_with_safety_score","no_expectation_score","full_residual_score","exit_code_mismatch","stdout_presence_mismatch"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-010","False","6","10591","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.5416666666666667","1.0","0.9222222222222222","0.0","0.0","reason","1","0","0","0.7982878684997559","0.0","0.5416666666666667","0.7982878684997559","0.5416666666666667","1.0","0.5416666666666667","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-010","False","6","10591","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","1","0.7083333333333335","0.75","1.0","0.0","0.0","reason","1","0","1","0.5187170505523682","0.0","0.7083333333333335","0.5187170505523682","0.7083333333333335","0.75","0.7083333333333335","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-010","False","6","10591","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","0","0.16666666666666669","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.866778552532196","0.0","0.16666666666666669","0.866778552532196","0.16666666666666669","0.0","0.16666666666666669","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-016","False","4","5131","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","1.0","0.0","1.0","reason","0","0","0","0.3335248827934265","1.0","0.0","1.0","1.0","0.0","1.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-016","False","4","5131","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.0","1.0","0.6166666666666667","0.0","1.0","reason","","0","0","0.9902689605951309","1.0","0.0","1.0","1.0","1.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-016","False","4","5131","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.33558982610702515","0.0","0.0","0.33558982610702515","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-023","False","5","7022","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.7388888888888889","0.0","1.0","reason","0","0","0","0.4976077079772949","1.0","0.0","1.0","1.0","0.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-023","False","5","7022","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.16666666666666669","0.0","1.0","1.0","1.0","reason","0","0","0","0.7622138857841492","1.0","0.16666666666666669","1.0","1.0","1.0","1.0","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-023","False","5","7022","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.5416666666666667","1.0","0.9055555555555556","0.0","0.0","reason","1","0","0","0.6811147332191467","0.0","0.5416666666666667","0.6811147332191467","0.5416666666666667","1.0","0.5416666666666667","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-023","False","5","7022","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.16666666666666669","0.0","1.0","1.0","1.0","reason","0","0","0","0.7622138857841492","1.0","0.16666666666666669","1.0","1.0","1.0","1.0","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-031","False","5","8025","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","2","0.36363636363636365","1.0","0.6277777777777778","0.0","1.0","reason","1","0","0","0.9189653247594833","1.0","0.36363636363636365","1.0","1.0","1.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-031","False","5","8025","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.7083333333333335","1.0","0.9666666666666667","0.0","0.0","reason","1","0","0","0.7387832701206207","0.0","0.7083333333333335","0.7387832701206207","0.7083333333333335","1.0","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-031","False","5","8025","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.7083333333333335","1.0","0.9666666666666667","0.0","1.0","reason","1","0","0","0.9345346912741661","1.0","0.7083333333333335","1.0","1.0","1.0","1.0","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-031","False","5","8025","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","0.9666666666666667","0.0","0.0","fast_candidate","0","0","0","0.9966029617935419","0.0","0.0","0.9966029617935419","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-032","False","6","10386","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.7388888888888889","0.0","1.0","reason","0","0","0","0.8791864514350891","1.0","0.0","1.0","1.0","0.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-032","False","6","10386","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.7083333333333335","1.0","0.8611111111111112","0.0","0.0","reason","1","0","0","0.6872011423110962","0.0","0.7083333333333335","0.6872011423110962","0.7083333333333335","1.0","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-032","False","6","10386","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.36363636363636365","1.0","0.7222222222222223","0.0","0.0","reason","1","0","0","0.7884975075721741","0.0","0.36363636363636365","0.7884975075721741","0.36363636363636365","1.0","0.36363636363636365","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-032","False","6","10386","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","0.9722222222222222","0.0","0.0","fast_candidate","0","0","0","0.44818395376205444","0.0","0.0","0.44818395376205444","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-032","False","6","10386","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","0","0.0","0.0","0.9611111111111111","0.0","0.0","fast_candidate","0","0","0","0.8791864514350891","0.0","0.0","0.8791864514350891","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-035","True","6","10437","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.7612326592206955","0.0","0.0","0.7612326592206955","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-035","True","6","10437","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.5714285714285715","1.0","0.6666666666666666","0.0","0.0","reason","","0","1","0.8188961148262024","1.0","0.5714285714285715","1.0","1.0","1.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-035","True","6","10437","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.5714285714285715","1.0","0.6666666666666666","0.0","0.0","reason","","0","1","0.7957330346107483","1.0","0.5714285714285715","1.0","1.0","1.0","1.0","",""
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-035","True","6","10437","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.5861029624938965","0.0","0.0","0.5861029624938965","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-035","True","6","10437","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.6892051994800568","0.0","0.0","0.6892051994800568","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-051","False","4","5506","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.8888888888888888","0.0","1.0","reason","0","0","0","0.7097305655479431","1.0","0.0","1.0","1.0","0.0","1.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-051","False","4","5506","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.8750000000000001","1.0","0.8611111111111112","0.0","1.0","reason","1","0","1","0.871350884437561","1.0","0.8750000000000001","1.0","1.0","1.0","1.0","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-051","False","4","5506","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.8000000000000002","1.0","0.85","0.0","0.0","reason","1","0","1","0.8990950733423233","0.0","0.8000000000000002","0.8990950733423233","0.8000000000000002","1.0","0.8000000000000002","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.7888888888888889","0.0","1.0","reason","0","0","0","0.8728615343570709","1.0","0.0","1.0","1.0","0.0","1.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","1","0.375","0.55","0.9222222222222222","0.0","0.0","reason","0","0","0","0.9309421926736832","0.0","0.375","0.9309421926736832","0.375","0.55","0.375","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.5416666666666667","1.0","1.0","0.0","1.0","reason","1","0","0","0.9094483852386475","1.0","0.5416666666666667","1.0","1.0","1.0","1.0","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.894371472299099","0.0","0.0","0.894371472299099","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","1","0.5416666666666667","1.0","1.0","0.0","0.0","reason","1","0","0","0.3911973237991333","0.0","0.5416666666666667","0.3911973237991333","0.5416666666666667","1.0","0.5416666666666667","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","6","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.7907061874866486","0.0","0.0","0.7907061874866486","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","7","1","0.5416666666666667","0.55","0.9722222222222222","0.0","0.0","reason","0","0","0","0.9437909834086895","0.0","0.5416666666666667","0.9437909834086895","0.5416666666666667","0.55","0.5416666666666667","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-057","False","9","20035","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","8","0","0.0","0.0","0.9666666666666667","0.0","0.0","fast_candidate","0","0","0","0.863979771733284","0.0","0.0","0.863979771733284","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.5333333333333333","0.0","0.8888888888888888","0.0","1.0","reason","0","0","1","0.9208289682865143","1.0","0.5333333333333333","1.0","1.0","0.0","1.0","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.8000000000000002","1.0","0.8888888888888888","0.0","1.0","reason","1","0","1","0.9731263294816017","1.0","0.8000000000000002","1.0","1.0","1.0","1.0","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","2","0.26666666666666666","1.0","0.8888888888888888","0.0","0.0","fast_candidate","0","0","1","0.9731263294816017","0.0","0.26666666666666666","0.9731263294816017","0.26666666666666666","1.0","0.26666666666666666","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","1","0.8000000000000002","1.0","0.7555555555555555","0.0","1.0","reason","1","0","1","0.5473033785820007","1.0","0.8000000000000002","1.0","1.0","1.0","1.0","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","0","0.5333333333333333","0.0","0.8888888888888888","0.0","1.0","reason","0","0","1","0.9208289682865143","1.0","0.5333333333333333","1.0","1.0","0.0","1.0","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs1-058","True","7","12557","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","6","0","0.5333333333333333","0.0","0.8888888888888888","1.0","1.0","reason","0","0","1","0.9174754321575165","1.0","0.5333333333333333","1.0","1.0","1.0","1.0","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-008","False","3","3291","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.8777777777777778","0.0","0.0","fast_candidate","0","0","0","0.905440665781498","0.0","0.0","0.905440665781498","0.0","0.0","0.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-008","False","3","3291","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.0","0.0","1.0","0.0","1.0","reason","0","0","0","0.5090280771255493","1.0","0.0","1.0","1.0","0.0","1.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.16666666666666669","0.0","1.0","0.0","1.0","reason","0","0","0","0.9398745894432068","1.0","0.16666666666666669","1.0","1.0","0.0","1.0","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.7083333333333335","1.0","1.0","0.0","0.0","reason","1","0","0","0.9846625346690416","0.0","0.7083333333333335","0.9846625346690416","0.7083333333333335","1.0","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","1","0.7083333333333335","1.0","1.0","0.0","0.0","reason","1","0","0","0.8541087061166763","0.0","0.7083333333333335","0.8541087061166763","0.7083333333333335","1.0","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","1","0.7083333333333335","1.0","1.0","0.0","0.0","reason","1","0","0","0.8541087061166763","0.0","0.7083333333333335","0.8541087061166763","0.7083333333333335","1.0","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","2","0.6666666666666667","1.0","0.9166666666666666","0.0","0.0","reason","1","1","0","0.8656002134084702","0.0","0.6666666666666667","0.8656002134084702","0.6666666666666667","1.0","0.6666666666666667","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","6","2","0.8750000000000001","1.0","1.0","0.0","0.0","reason","1","0","1","0.29898542165756226","0.0","0.8750000000000001","0.29898542165756226","0.8750000000000001","1.0","0.8750000000000001","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","7","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.6653132140636444","0.0","0.0","0.6653132140636444","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-009","False","9","24477","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","8","1","0.7083333333333335","0.75","1.0","0.0","0.0","reason","1","0","0","0.796571359038353","0.0","0.7083333333333335","0.796571359038353","0.7083333333333335","0.75","0.7083333333333335","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-011","False","3","3229","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","1.0","0.0","1.0","reason","0","0","0","0.6750122010707855","1.0","0.0","1.0","1.0","0.0","1.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-011","False","3","3229","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.33333333333333337","0.0","0.9833333333333334","1.0","1.0","reason","0","0","1","0.8872684463858604","1.0","0.33333333333333337","1.0","1.0","1.0","1.0","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.26666666666666666","0.0","0.8888888888888888","0.0","1.0","reason","0","0","1","0.9456707462668419","1.0","0.26666666666666666","1.0","1.0","0.0","1.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","2","0.8000000000000002","1.0","0.8888888888888888","0.0","0.0","reason","1","0","1","0.8553312122821808","0.0","0.8000000000000002","0.8553312122821808","0.8000000000000002","1.0","0.8000000000000002","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.0","0.0","0.8888888888888888","0.0","0.0","fast_candidate","0","0","0","0.842665046453476","0.0","0.0","0.842665046453476","0.0","0.0","0.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.7773357331752777","0.0","0.0","0.7773357331752777","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","2","0.8000000000000002","1.0","0.8888888888888888","0.0","0.0","reason","1","0","1","0.7991712093353271","0.0","0.8000000000000002","0.7991712093353271","0.8000000000000002","1.0","0.8000000000000002","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","6","0","0.0","0.0","0.8888888888888888","0.0","0.0","fast_candidate","0","0","0","0.842665046453476","0.0","0.0","0.842665046453476","0.0","0.0","0.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-012","False","8","16909","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","7","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.7773357331752777","0.0","0.0","0.7773357331752777","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-019","False","6","10586","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.8888888888888888","0.0","1.0","reason","0","0","0","0.832438126206398","1.0","0.0","1.0","1.0","0.0","1.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-019","False","6","10586","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.5758423209190369","0.0","0.0","0.5758423209190369","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-019","False","6","10586","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.0","0.0","1.0","0.0","0.0","fast_candidate","0","0","0","0.47947049140930176","0.0","0.0","0.47947049140930176","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-019","False","6","10586","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","1","0.8750000000000001","0.75","1.0","0.0","0.0","reason","1","0","1","0.6516808569431305","0.0","0.8750000000000001","0.6516808569431305","0.8750000000000001","0.75","0.8750000000000001","1","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-019","False","6","10586","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","0","0.33333333333333337","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.8076401352882385","0.0","0.33333333333333337","0.8076401352882385","0.33333333333333337","0.0","0.33333333333333337","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-020","True","4","5107","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.8888888888888888","0.0","0.0","fast_candidate","0","0","0","0.8635304123163223","0.0","0.0","0.8635304123163223","0.0","0.0","0.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-020","True","4","5107","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.33333333333333337","0.0","1.0","0.0","1.0","reason","0","0","1","0.9260589778423309","1.0","0.33333333333333337","1.0","1.0","0.0","1.0","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-020","True","4","5107","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.16666666666666669","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.7997006475925446","0.0","0.16666666666666669","0.7997006475925446","0.16666666666666669","0.0","0.16666666666666669","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-021","True","5","6929","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","0","0.0","0.0","0.8777777777777778","0.0","0.0","fast_candidate","0","0","0","0.8881525844335556","0.0","0.0","0.8881525844335556","0.0","0.0","0.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-021","True","5","6929","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.16666666666666669","0.0","0.9722222222222222","0.0","0.0","fast_candidate","0","0","0","0.589673638343811","0.0","0.16666666666666669","0.589673638343811","0.16666666666666669","0.0","0.16666666666666669","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-021","True","5","6929","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.0","0.0","0.8722222222222222","0.0","0.0","fast_candidate","0","0","0","0.8219839185476303","0.0","0.0","0.8219839185476303","0.0","0.0","0.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-021","True","5","6929","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","0","0.0","0.0","0.9722222222222222","0.0","1.0","reason","0","0","0","0.8604597747325897","1.0","0.0","1.0","1.0","0.0","1.0","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","1","123","0.26666666666666666","0.75","0.8888888888888888","0.0","1.0","reason","1","0","0","0.7396738827228546","1.0","0.26666666666666666","1.0","1.0","0.75","1.0","","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","2","0","0.16666666666666669","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.9545108899474144","0.0","0.16666666666666669","0.9545108899474144","0.16666666666666669","0.0","0.16666666666666669","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","3","0","0.33333333333333337","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.8140930533409119","0.0","0.33333333333333337","0.8140930533409119","0.33333333333333337","0.0","0.33333333333333337","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","4","2","0.8000000000000002","1.0","0.8888888888888888","0.0","0.0","reason","1","0","1","0.9935806412249804","0.0","0.8000000000000002","0.9935806412249804","0.8000000000000002","1.0","0.8000000000000002","","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","5","123","0.5416666666666667","0.75","1.0","0.0","0.0","reason","1","0","0","0.7396738827228546","0.0","0.5416666666666667","0.7396738827228546","0.5416666666666667","0.75","0.5416666666666667","1","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","6","0","0.16666666666666669","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.9545108899474144","0.0","0.16666666666666669","0.9545108899474144","0.16666666666666669","0.0","0.16666666666666669","0","0"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","7","0","0.33333333333333337","0.0","1.0","0.0","0.0","fast_candidate","0","0","1","0.8140930533409119","0.0","0.33333333333333337","0.8140930533409119","0.33333333333333337","0.0","0.33333333333333337","0","1"
"arfa-llama3.1:8b-8k","shadow_test","intercode-nl2bash-fs2-025","False","10","27132","results/phase1_5_shadow/full/llama3.1-8b/shadow_test/traces.jsonl","8","2","0.8000000000000002","1.0","0.8888888888888888","0.0","0.0","reason","1","0","1","0.9935806412249804","0.0","0.8000000000000002","0.9935806412249804","0.8000000000000002","1.0","0.8000000000000002","","1"
